등록번호,대표자,상호,소재지,전화번호,구
가3629-2238,박정심,매교역현대삼익공인중개사사무소,"경기도 수원시 권선구 세지로 100 , 1층(권선동)",031-233-9839,권선구
41113-2015-00146,유영옥,매탄권선역리버파크공인중개사사무소,"경기도 수원시 권선구 세권로 334 ,상가동 101호 (권선동, 매탄권선역리버파크))",031-234-4988,권선구
41113-2018-00013,최현숙,매탄권선역리버파크하나공인중개사사무소,"경기도 수원시 권선구 세권로 334 상가동 103호(권선동, 매탄권선역 리버파크)",031-231-1005,권선구
41113-2015-00063,이기영,매탄권선역믿음공인중개사사무소,"경기도 수원시 권선구 세권로316번길 15 , 상가101호 (권선동)",031-235-8933,권선구
41113-2018-00042,박경순,맵공인중개사사무소,경기도 수원시 권선구 호매실로104번길 24-61 107호(호매실동),031-295-6100  031-295-0065,권선구
41113-2022-00123,김영완,맵합동공인중개사사무소,경기도 수원시 권선구 호매실로104번길 24-61 금호프라자 107호(호매실동),031-295-0065,권선구
41113-2024-00029,김용식,메이저공인중개사사무소,경기도 수원시 권선구 세류로 59-1 (세류동),031-224-0301,권선구
41113-2021-00120,방효정,멘토공인중개사사무소,경기도 수원시 권선구 경수대로384번길 33 203호(권선동),-,권선구
가3681-2460,윤미자,멤버스공인중개사사무소,경기도 수원시 권선구 구운로 77 102호 (구운동),031-296-8866,권선구
41113-2016-00121,권민경,명가공인중개사사무소,"경기도 수원시 권선구 덕영대로1190번길 100 707동 107호 (권선동,수원아이파크시티7단지)",031-232-4989,권선구
41113-2016-00108,이순옥,명당골공인중개사사무소,경기도 수원시 권선구 동수원로146번길 187 (곡반정동),031-239-4924,권선구
가3680-3104,한금남,명동공인중개사사무소,경기도 수원시 권선구 세지로 70 (권선동),031-236-4791,권선구
가3680-2157,윤도경,명문공인중개사사무소,경기도 수원시 권선구 정조로 509 (세류동),031-221-2525,권선구
41113-2018-00121,최현숙,명문공인중개사사무소,경기도 수원시 권선구 구운로57번길 26 (구운동),031-294-3030,권선구
가3680-2665,정용숙,명인공인중개사사무소,경기도 수원시 권선구 탑동로58번길 6-2 (탑동),031-292-6260,권선구
가3678-4314,강진이,명품공인중개사사무소,"경기도 수원시 권선구 금곡로102번길 15 106호(금곡동, 비즈웍스)",294-6688,권선구
41113-2023-00062,안창석,명품공인중개사사무소,경기도 수원시 권선구 동수원로58번길 20 (곡반정동),,권선구
가3678-2659,엄순옥,명품아이파크공인중개사사무소,경기도 수원시 권선구 동수원로145번길 74 상가 110호 (권선동),031-298-8400,권선구
나3680-615,한옥례,명품자이부동산중개인사무소,경기도 수원시 권선구 권광로 55 (권선동),031-222-2100,권선구
가3680-2748,김현아,명품자이합동공인중개사사무소,경기도 수원시 권선구 권광로 55 권선자이e편한세상 상가B104호(권선동),031-222-2100,권선구
41113-2022-00071,변세경,모아114공인중개사사무소,"경기도 수원시 권선구 서수원로577번길 305 상가동 B222호(금곡동, 수원모아미래도센트럴타운2단지)",031-295-7114,권선구
41113-2019-00036,박지영,모아공인중개사사무소,"경기도 수원시 권선구 서수원로577번길 305 상가동 B229호(금곡동, 수원모아미래도센트럴타운2단지)",031-278-0045,권선구
41113-2017-00157,곽태희,모아드림공인중개사사무소,경기도 수원시 권선구 서수원로577번길 341 모아미래도 단지내 상가 B106호(금곡동),031-295-2800,권선구
41113-2018-00074,경정윤,모아랜드공인중개사사무소,"경기도 수원시 권선구 서수원로577번길 305 , 상가동 1층 B218호(금곡동, 수원모아미래도센트럴타운2단지)",031-294-1300,권선구
41113-2019-00112,이선화,모아미래도공인중개사사무소,"경기도 수원시 권선구 서수원로577번길 341 상가동 B105호(금곡동, 수원모아미래도센트럴타운1단지)",031-296-0002,권선구
41113-2020-00118,김성순,모아사랑공인중개사사무소,"경기도 수원시 권선구 서수원로577번길 305 상가동 B204호(금곡동,수원모아미래도센트럴타운2단지)",031-292-4924,권선구
41113-2019-00109,심언찬,모아센트럴공인중개사사무소,"경기도 수원시 권선구 서수원로577번길 341 상가동 B104호(금곡동, 수원모아미래도센트럴타운1단지)",031-234-9999,권선구
41113-2017-00180,김희선,모아어울림공인중개사사무소,"경기도 수원시 권선구 세권로43번길 26-6 134호(세류동, 수원권선어울림)",031-232-4241,권선구
41113-2021-00005,김정현,모아원공인중개사사무소,"경기도 수원시 권선구 서수원로577번길 305 상가동 B208호(금곡동, 수원모아미래도센트럴타운2단지)",031-295-9950,권선구
41113-2018-00152,한선규,문영공인중개사사무소,경기도 수원시 권선구 금곡로102번길 15 비즈웍스 104호(금곡동),031-295-9060,권선구
41113-2021-00004,안동숙,문영합동공인중개사사무소,경기도 수원시 권선구 금곡로102번길 15 비즈웍스 104호(금곡동),031-295-9060,권선구
41113-2021-00044,강호진,미들공인중개사사무소,경기도 수원시 권선구 세지로42번길 3 (세류동),-,권선구
41113-2024-00001,김미경,미라클공인중개사사무소,"경기도 수원시 권선구 매송고색로506번길 17 상가동 105호(오목천동, 청구2차아파트)",-,권선구
41113-2024-00056,엄정화,미래공인중개사사무소,경기도 수원시 권선구 세지로 52 1층,031-248-2422,권선구
41113-2021-00007,강호옥,미래공인중개사사무소,경기도 수원시 권선구 서둔로239번길 23 (탑동) 101호,031-297-5060,권선구
가3680-959,박임정,미래공인중개사사무소,"경기도 수원시 권선구 덕영대로1323번길 26-7 ,상가 104호(권선동,우남아파트)",221-0055,권선구
41113-2021-00165,최민경,미래공인중개사사무소,"경기도 수원시 권선구 동수원로145번길 24 상가2동 115호(권선동, 수원아이파크시티2단지)",031-238-4100,권선구
가3629-1818,임채은,미래공인중개사사무소,"경기도 수원시 권선구 효원로256번길 15 103호(권선동,세종그랑시아)",031-222-5004  031-222-0882,권선구
41113-2017-00016,강경아,미래공인중개사사무소,경기도 수원시 권선구 일월천로4번길 74 성원아파트 상가동 103호,031-295-4455,권선구
가3680-2324,이태희,미래공인중개사사무소,경기도 수원시 권선구 곡반정로65번길 37 (곡반정동),236-0004,권선구
41113-2025-00010,최지빈,미래합동공인중개사사무소,경기도 수원시 권선구 동수원로145번길 24 상가-2동 115호,,권선구
가3680-2531,이욱재,미르공인중개사사무소,경기도 수원시 권선구 매송고색로676번길 2 (고색동),312968944,권선구
41113-2018-00115,박병엽,미소부동산 공인중개사사무소,경기도 수원시 권선구 금곡로197번길 18-37 굿프라임빌딩 108호(금곡동),031-295-8945,권선구
가3680-1170,김두영,미영공인중개사사무소,경기도 수원시 권선구 정조로 432,031-223-1551         223-1556,권선구
41113-2022-00020,김은경,바론부동산공인중개사사무소,경기도 수원시 권선구 세지로 23-1 1층 (세류동),031-898-9974,권선구
41113-2024-00020,김현수,바른공인중개사사무소,"경기도 수원시 권선구 금곡로 225 , 213호(금곡동)",,권선구
가3680-2756,정연숙,박카스공인중개사사무소,경기도 수원시 권선구 정조로 568 (세류동),031-237-2300,권선구
41113-2024-00017,최호은,백억공인중개사사무소,경기도 수원시 권선구 호매실로104번길 24-43 126호,031-291-0336,권선구
41113-2017-00117,나옥자,버드내공인중개사사무소,경기도 수원시 권선구 세권로61번길 40 (세류동),031-222-1336,권선구
41113-2018-00153,이경희,번영 공인중개사사무소,경기도 수원시 권선구 권선로 568-24 (세류동),031-235-4980,권선구
41113-2025-00053,김강복,벌터로공인중개사사무소,경기도 수원시 권선구 권선로381번길 13 105호,031-296-1542,권선구
41113-2015-00095,예은숙,베스트공인중개사사무소,"경기도 수원시 권선구 덕영대로1323번길 26-24 상가동 102호 (권선동, 권선3지구써미트빌)",031-235-9400,권선구
41113-2025-00002,이길호,베스트공인중개사사무소,경기도 수원시 권선구 세권로62번길 14 101호,-,권선구
가3680-1877,최연일,베스트에셋부동산중개연구소,경기도 수원시 권선구 세지로 126 (권선동),031-235-0064  031-221-4945,권선구
41113-2016-00033,한원희,벤처밸리공인중개사사무소,경기도 수원시 권선구 산업로 182 105호 (고색동),031-297-1142,권선구
41113-2024-00036,안행엽,벨섬시티ON부동산공인중개사사무소,경기도 수원시 권선구 호매실로218번길 22 상가2동 101호,031-292-1005,권선구
41113-2025-00011,이난주,벨섬시티단지내부동산공인중개사사무소,경기도 수원시 권선구 호매실로218번길 22 상가1동 103호,031-297-1600,권선구
가3681-1166,김학태,벨섬시티대박부동산공인중개사사무소,"경기도 수원시 권선구 호매실로218번길 22 상가1동 103호(호매실동, 벨섬시티)",031-294-9999,권선구
가3680-1869,손선희,보성공인중개사사무소,경기도 수원시 권선구 권중로 110 (권선동),236-7373,권선구
41113-2024-00067,전향미,복공인중개사사무소,"경기도 수원시 권선구 구운로47번길 29 , 2층 (구운동)",,권선구
41113-2018-00100,조영,복덕방공인중개사사무소,경기도 수원시 권선구 세지로 84 (권선동),031-224-2200,권선구
가3680-2933,이병주,복덕방합동공인중개사사무소,경기도 수원시 권선구 세지로 84 (권선동),031-233-0074,권선구
41113-2021-00013,김회경,복드림공인중개사사무소,"경기도 수원시 권선구 금곡로 204 524호(금곡동, 세종타운721)",-,권선구
41113-2020-00027,한상배,복드림공인중개사사무소,경기도 수원시 권선구 하탑로 45 1층(탑동),031-227-9500 -,권선구
41113-2020-00037,임욱조,복드림공인중개사사무소,경기도 수원시 권선구 경수대로54번길 42,031-236-2226,권선구
41113-2022-00134,오헌석,복터공인중개사사무소,경기도 수원시 권선구 세권로102번길 2 1층(세류동),031-222-5949,권선구
41113-2024-00037,강미자,봄봄공인중개사사무소,경기도 수원시 권선구 세지로 34-1 101호,,권선구
41113-2019-00025,김윤석,부동산99공인중개사사무소,경기도 수원시 권선구 고산로 17 (고색동),031-292-8924,권선구
41113-2024-00082,박지혜,부동산가이드공인중개사사무소,"경기도 수원시 권선구 일월천로16번길 30 , 1층 (구운동)",031-294-4985,권선구
41113-2025-00044,안혁준,부동산가이드공인중개사사무소,"경기도 수원시 권선구 세권로195번길 28-3 ,1층 (권선동)",-,권선구
41113-2022-00086,김재영,부동산공감공인중개사사무소,경기도 수원시 권선구 매실로 6 1층(호매실동),031-293-2420,권선구
가3680-2006,홍종덕,부동산뉴스공인중개사사무소,경기도 수원시 권선구 구운로74번길 2 (구운동),292-5900,권선구
41113-2018-00006,백창호,부동산랜드공인중개사사무소,경기도 수원시 권선구 금호로 64-3 (호매실동),031-292-6644,권선구
가3680-1183,박병희,부동산랜드삼환점공인중개사사무소,"경기도 수원시 권선구 수성로 47 102호(구운동,삼환A상가)",031-294-0031,권선구
가3680-1685,김미윤,부동산랜드신안풍림공인중개사사무소,경기도 수원시 권선구 권중로 31 (권선동),238-7373,권선구
가3680-1419,이향섭,부동산리더공인중개사사무소,"경기도 수원시 권선구 권선로694번길 26 111동 103호(권선동, 권선 SK VIEW)",031-226-3400 031-226-3443,권선구
41113-2021-00010,이재은,부동산발전소공인중개사사무소,경기도 수원시 권선구 덕영대로 1086 101호(세류동),-,권선구
41113-2024-00092,전혜원,부동산이즈이음부동산공인중개사사무소,경기도 수원시 권선구 매탄로 11 상가동 204호,-,권선구
